fecha,origen,edad,motivo,transporte,dias,acompañante,frecuencia,alojamiento
2025-11-05 07:00:54,Santiago,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-08-19 14:42:27,Metán/Salta,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,4 o más veces,Hotel 3*
2025-08-16 10:39:47,San Juan ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-07-17 23:02:25,Concepción/Tucumán ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-06-04 07:28:14,Buenos Aires ,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Apart Hotel
2025-07-31 07:34:45,San Miguel/Tucumán ,18 a 29,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-06-07 16:42:10,Santiago capital ,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-10-24 00:54:13,Concepción/Tucumán ,18 a 29,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,4 o más veces,Apart Hotel
2025-06-07 01:43:32,Leones cordoba,30 a 49,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Hotel 3*
2025-11-07 17:04:20,Maipú/Mendoza ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con familiares,Primera vez,Hotel 3*
2025-08-24 21:31:24,Santiago,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-06-14 22:01:01,San Miguel/Tucumán ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 4*
2025-10-01 04:37:13,Salta - Tartagal,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-09-22 07:48:04,Leones cordoba,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-08-30 20:47:26,San Fernando/Catamarca,65 o más,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 4*
2025-09-10 17:33:06,Leones cordoba,30 a 49,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,Primera vez,Hotel 2*
2025-07-24 23:49:47,Jujuy - Perico,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,4 o más veces,Apart Hotel
2025-07-12 03:14:21,Metán/Salta,30 a 49,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-07-11 13:09:41,Maipú/Mendoza ,18 a 29,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-09 14:30:18,Concepción/Tucumán ,30 a 49,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-10-24 01:44:07,San Miguel/Tucumán ,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-11-03 13:23:20,San Pedro/Jujuy,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-08-18 15:48:21,Rafaela Santa Fe,50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-06-25 19:27:46,"Córdoba, Córdoba ",50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,2 o 3 veces al año,Apart Hotel
2025-06-30 21:13:16,Santa Rosa/La Pampa ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-11-02 04:36:48,Yerba Buena/Tucumán ,30 a 49,Trabajo o negocios,Automóvil,Más de una semana,Turistas,Primera vez,Hotel 3*
2025-06-22 02:00:34,Jujuy - Perico,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-07-17 07:18:28,San Miguel/Tucumán ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-09-02 12:40:25,Santa Rosa/La Pampa ,65 o más,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-07-07 07:20:47,Santiago capital ,50 a 64,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-06-14 13:11:03,Bs As Moron,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Apart Hotel
2025-09-10 03:45:45,Rafaela Santa Fe,30 a 49,Turismo termal / Bienestar,Automóvil,Más de una semana,Con familiares,2 o 3 veces al año,Hotel 3*
2025-09-18 23:26:01,San Miguel/Tucumán ,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-09-24 07:20:33,Yerba Buena/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,1 día (excursión),Con amigos,Una vez al año,Hotel 3*
2025-07-24 05:08:50,Posadas misiones ,18 a 29,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-09-03 03:59:52,Santiago,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Turistas,Una vez al año,Cabañas
2025-11-05 14:14:51,Concepción/Tucumán ,65 o más,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-09-07 16:56:21,Posadas misiones ,50 a 64,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-07-17 08:08:02,Chacabuco bs as,18 a 29,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-09-23 02:40:08,San Miguel/Tucumán ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-02 18:32:55,Santiago capital ,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-09-25 12:59:59,San Miguel/Tucumán ,18 a 29,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Primera vez,Cabañas
2025-09-14 02:43:04,Chacabuco bs as,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-07-04 10:02:15,Posadas misiones ,50 a 64,Trabajo o negocios,Automóvil,Más de una semana,Con familiares,Una vez al año,Hotel 2*
2025-07-12 22:56:48,San Pedro/Jujuy,30 a 49,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-08-11 05:08:30,Metán/Salta,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-10-13 03:59:35,Capital/San Luis,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 2*
2025-10-28 22:04:42,Metán/Salta,50 a 64,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-10-12 23:07:05,Leones cordoba,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-08-19 02:53:01,Córdoba capital,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 1*
2025-09-02 14:07:33,Yerba Buena/Tucumán ,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-06 10:04:26,Maipú/Mendoza ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,Mas de 3 veces ,Cabañas
2025-07-09 06:47:52,Salta /Tartagal,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-09-27 20:03:53,Posadas/Misiones ,18 a 29,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Cabañas
2025-06-21 17:59:43,Posadas/Misiones ,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-10-27 18:33:42,Bs As capital,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-10-29 18:57:57,Santiago capital ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-08-19 11:40:14,Salta /Tartagal,18 a 29,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-08-21 21:43:59,Rosario/Santa Fe,65 o más,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-10-03 17:11:03,Posadas misiones ,30 a 49,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-29 16:58:36,Rosario/Santa Fe,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,1 día (excursión),Con familiares,Primera vez,Hotel 2*
2025-11-06 20:32:17,San Pedro/Jujuy,50 a 64,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con familiares,Primera vez,Cabañas
2025-10-12 11:02:49,Posadas misiones ,30 a 49,Vacaciones / Descanso,Automóvil,1 día (excursión),Con familiares,Una vez al año,Hotel 2*
2025-09-04 00:46:41,Santiago,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-09-28 19:53:13,Buenos Aires ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-06-18 18:47:43,Santiago capital ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-08-14 20:24:04,Capital/San Luis,65 o más,Trabajo o negocios,Automóvil,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-06-22 11:37:58,Concepción/Tucumán ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-08-20 04:34:09,Maipú/Mendoza ,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-08-13 05:56:57,Bs As Moron,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-08-22 10:06:43,Maipú/Mendoza ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-08-27 19:23:25,Jujuy - Perico,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-07-26 18:49:47,Santiago,30 a 49,Vacaciones / Descanso,Automóvil,Más de una semana,Con amigos,Una vez al año,Hotel 3*
2025-06-01 19:11:54,Posadas misiones ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-20 13:31:45,Yerba Buena/Tucumán ,50 a 64,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 1*
2025-06-10 23:07:55,Buenos Aires ,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 3*
2025-09-11 09:11:59,Buenos Aires ,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,4 o más veces,Hotel 1*
2025-08-26 05:24:57,Salta /Tartagal,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-06-28 01:09:20,Maipú/Mendoza ,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-16 05:21:35,Buenos Aires ,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,4 o más veces,Hotel 3*
2025-09-23 11:23:43,Buenos Aires ,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,Más de una semana,Con familiares,Primera vez,Hotel 2*
2025-08-18 19:18:02,Jujuy - Perico,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-21 11:20:37,Concepción/Tucumán ,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 4*
2025-07-29 16:01:43,Santa Rosa/La Pampa ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-10-27 01:49:11,Bs As Moron,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-07-16 14:29:56,Santiago capital ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-07-17 06:56:17,Salta /Tartagal,30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Turistas,4 o más veces,Hotel 1*
2025-11-06 08:02:26,San Fernando/Catamarca,18 a 29,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-10-28 16:40:37,Salta /Tartagal,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-10-19 08:29:26,Santiago capital ,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Apart Hotel
2025-10-30 00:21:22,San Miguel/Tucumán ,18 a 29,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-11-06 04:25:21,"Córdoba, Córdoba ",50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Solo/a,Una vez al año,Hotel 3*
2025-09-22 19:08:17,Capital/San Luis,30 a 49,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-08-29 07:19:54,"Córdoba, Córdoba ",30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-26 02:18:25,Metán/Salta,50 a 64,Turismo termal / Bienestar,Automóvil,1 día (excursión),Con familiares,Una vez al año,Apart Hotel
2025-09-06 10:26:02,Bs As capital,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-09-04 23:53:14,Salta /Tartagal,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-10-27 04:34:48,Metán/Salta,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 4*
2025-09-30 03:51:38,San Fernando/Catamarca,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Turistas,4 o más veces,Hotel 4*
2025-10-20 18:13:26,Jujuy - Perico,18 a 29,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Primera vez,Hotel 3*
2025-07-25 12:02:01,San Miguel/Tucumán ,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-11-01 01:11:10,San Miguel/Tucumán ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-06 00:22:04,Bs As capital,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Turistas,Primera vez,Hotel 4*
2025-09-20 03:20:24,Buenos Aires ,30 a 49,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Hotel 2*
2025-09-16 05:06:55,Maipú/Mendoza ,30 a 49,Trabajo o negocios,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-08-06 03:26:14,Yerba Buena/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-07-09 16:42:21,Chacabuco bs as,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Una vez al año,Cabañas
2025-08-25 22:13:24,Rafaela Santa Fe,18 a 29,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Solo/a,2 o 3 veces al año,Hotel 3*
2025-07-17 18:49:42,Posadas misiones ,30 a 49,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
2025-07-11 15:44:15,Córdoba capital,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-08-19 18:15:07,Córdoba capital,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 1*
2025-11-04 04:33:14,San Pedro/Jujuy,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Una vez al año,Apart Hotel
2025-07-27 16:17:15,San Juan ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Primera vez,Apart Hotel
2025-10-07 20:17:46,Capital/San Luis,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-09-04 18:42:47,Santiago,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-10-02 10:40:50,Santiago,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,1 día (excursión),Con amigos,4 o más veces,Hotel 3*
2025-10-07 15:58:00,Posadas misiones ,18 a 29,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-03 23:14:00,Posadas/Misiones ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-07-16 07:45:44,Jujuy - Perico,30 a 49,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
2025-09-27 16:07:56,Concepción/Tucumán ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,4 o más veces,Hotel 2*
2025-09-13 14:12:54,San Miguel/Tucumán ,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Mas de 3 veces ,Hotel 2*
2025-08-16 13:27:20,San Miguel/Tucumán ,50 a 64,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Hotel 4*
2025-08-02 18:48:34,Yerba Buena/Tucumán ,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Turistas,2 o 3 veces al año,Hotel 3*
2025-08-05 18:29:16,Posadas/Misiones ,65 o más,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 1*
2025-08-22 07:59:43,Bs As Moron,65 o más,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con amigos,Primera vez,Hotel 2*
2025-06-10 15:56:36,Rosario/Santa Fe,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-08-13 15:12:10,San Fernando/Catamarca,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-21 00:48:07,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Primera vez,Hotel 3*
2025-10-26 14:28:55,Jujuy - Perico,65 o más,Trabajo o negocios,Colectivo de Línea,1 día (excursión),Con familiares,Primera vez,Cabañas
2025-08-16 05:23:58,Bs As Moron,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 4*
2025-09-04 15:37:58,Rosario/Santa Fe,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-09-03 15:08:27,Salta /Tartagal,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-07-29 08:04:23,Bs As Moron,50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-09-16 23:02:51,"Córdoba, Córdoba ",50 a 64,Vacaciones / Descanso,Colectivo de Tours,Más de una semana,Con familiares,2 o 3 veces al año,Hotel 1*
2025-11-06 17:35:33,Salta - Tartagal,65 o más,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-14 05:06:23,Posadas misiones ,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-10-17 15:53:50,Bs As capital,50 a 64,Trabajo o negocios,Colectivo de Línea,Más de una semana,Con familiares,Una vez al año,Hotel 2*
2025-07-22 22:01:44,Santiago,50 a 64,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-06-09 17:47:22,Santiago,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 1*
2025-08-03 17:18:16,Maipú/Mendoza ,65 o más,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Primera vez,Apart Hotel
2025-09-10 08:52:26,San Juan ,30 a 49,Trabajo o negocios,Colectivo de Línea,1 día (excursión),Con amigos,Una vez al año,Hotel 3*
2025-09-26 04:36:32,Leones cordoba,50 a 64,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-07-19 03:13:43,San Fernando/Catamarca,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-06-07 22:35:51,Salta - Tartagal,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,Más de una semana,Con familiares,Primera vez,Cabañas
2025-09-04 21:27:19,San Fernando/Catamarca,30 a 49,Trabajo o negocios,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
2025-05-31 01:03:31,Santiago,30 a 49,Trabajo o negocios,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-13 05:16:04,Yerba Buena/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Mas de 3 veces ,Hotel 4*
2025-08-27 21:48:33,Buenos Aires ,18 a 29,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-13 15:29:21,Posadas misiones ,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Hotel 1*
2025-06-16 21:45:02,Bs As capital,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-21 22:07:28,San Juan ,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con amigos,Mas de 3 veces ,Hotel 2*
