fecha,edad,ActGrales,ActFyDep,OfCultEnt,VidaNoct
04/08/2025 01:00:58,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales",Bochas,"Buena, aunque puede mejorar",No salí de noche
20/09/2025 21:30:18,18 a 29,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,Poca variedad,Muy activa y divertida
27/07/2025 03:05:48,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,Poca variedad,Buena
11/06/2025 16:18:04,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
31/05/2025 11:33:05,65 o más,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Buena
25/08/2025 17:34:07,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
02/07/2025 07:45:34,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta","Buena, aunque puede mejorar",Regular
19/06/2025 08:14:47,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
14/10/2025 08:41:30,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,No salí de noche
20/07/2025 14:39:05,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Bochas,Muy variada y de calidad,Muy activa y divertida
23/09/2025 11:27:43,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Regular
22/06/2025 05:46:56,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Poco atractiva
21/06/2025 10:09:29,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
20/08/2025 19:32:21,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional","Caminatas / senderismo, Bicicleta, Golf, Bochas, Natación / pileta","Buena, aunque puede mejorar",Muy activa y divertida
24/09/2025 01:22:34,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
12/06/2025 05:34:53,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional, ",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
22/06/2025 20:54:17,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,No me interesaba,Muy activa y divertida
13/07/2025 07:34:55,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
08/07/2025 18:37:12,30 a 49,Salidas nocturnas / bares / casino,Caminatas / senderismo,Muy variada y de calidad,Buena
04/10/2025 00:49:08,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,No me interesaba,Muy activa y divertida
09/07/2025 21:04:46,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
08/09/2025 12:15:29,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
26/08/2025 07:42:35,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
09/10/2025 12:20:38,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
30/08/2025 08:29:52,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Poca variedad,Buena
24/08/2025 12:57:10,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,"Buena, aunque puede mejorar",No salí de noche
24/08/2025 19:42:47,18 a 29,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
14/08/2025 11:26:05,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
24/06/2025 19:28:56,65 o más,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
08/11/2025 01:29:28,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
04/08/2025 19:41:16,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Poco atractiva
09/08/2025 06:23:26,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Natación / pileta,Muy variada y de calidad,Muy activa y divertida
02/11/2025 22:29:42,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Regular
04/08/2025 18:33:49,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales",Natación / pileta,"Buena, aunque puede mejorar",Muy activa y divertida
19/09/2025 05:07:18,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
30/05/2025 11:00:28,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Buena
11/10/2025 10:52:39,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Poco atractiva
15/07/2025 14:04:58,65 o más,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Regular
13/09/2025 04:18:16,30 a 49,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
17/06/2025 07:03:11,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta",Muy variada y de calidad,Buena
25/06/2025 11:51:26,50 a 64,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
12/08/2025 10:05:47,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Bochas,No me interesaba,Buena
17/09/2025 05:09:32,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
02/09/2025 07:13:09,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
21/07/2025 02:55:58,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,"Buena, aunque puede mejorar",Buena
30/09/2025 07:21:51,30 a 49,"Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta",Muy variada y de calidad,Muy activa y divertida
14/10/2025 03:21:14,30 a 49,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
07/09/2025 06:36:56,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Muy activa y divertida
31/05/2025 00:32:20,65 o más,"Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Poca variedad,Buena
10/10/2025 00:14:48,30 a 49,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional","Caminatas / senderismo, Natación / pileta",Muy variada y de calidad,Regular
08/11/2025 01:58:10,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
03/11/2025 20:41:02,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Poco atractiva
25/08/2025 17:10:30,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Consumir Gastronomía Regional","Caminatas / senderismo, Bochas",Muy variada y de calidad,No salí de noche
07/11/2025 12:28:24,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
05/10/2025 11:55:52,65 o más,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Regular
15/06/2025 00:30:42,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
17/08/2025 01:18:08,30 a 49,"Asistencia a espectáculos (música, teatro, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
27/07/2025 16:12:53,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,No salí de noche
19/06/2025 12:12:34,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
04/08/2025 17:16:29,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Poco atractiva
19/09/2025 20:15:49,50 a 64,"Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,No salí de noche
06/11/2025 21:57:27,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
15/10/2025 17:06:06,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
29/10/2025 03:03:30,50 a 64,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Buena
21/10/2025 07:38:44,18 a 29,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,"Buena, aunque puede mejorar",Buena
05/08/2025 14:22:35,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
11/09/2025 06:48:56,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Muy activa y divertida
08/06/2025 21:30:43,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
30/10/2025 12:25:43,30 a 49,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Consumir Gastronomía Regional",Natación / pileta,"Buena, aunque puede mejorar",Regular
23/09/2025 12:54:28,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
25/07/2025 12:49:15,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas",Muy variada y de calidad,Buena
13/06/2025 15:37:34,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Poco atractiva
20/10/2025 21:46:48,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Muy activa y divertida
26/07/2025 15:40:45,30 a 49,"Baños termales / Spa, Visita a museos o espacios culturales",Caminatas / senderismo,"Buena, aunque puede mejorar",Muy activa y divertida
21/06/2025 05:16:20,50 a 64,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Muy activa y divertida
07/08/2025 12:19:08,50 a 64,"Baños termales / Spa, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,Muy variada y de calidad,Buena
24/09/2025 15:13:41,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Regular
01/09/2025 13:53:29,30 a 49,"Baños termales / Spa, Salidas nocturnas / bares / casino","Caminatas / senderismo, Bochas",Poca variedad,Muy activa y divertida
12/08/2025 20:13:10,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)","Caminatas / senderismo, Bochas","Buena, aunque puede mejorar",Buena
27/09/2025 10:12:49,30 a 49,"Baños termales / Spa, Consumir Gastronomía Regional",Bochas,Muy variada y de calidad,Regular
31/07/2025 22:06:43,50 a 64,"Baños termales / Spa, Paseos al aire libre (parque, costanera, dique, etc.)",Natación / pileta,Muy variada y de calidad,Buena
17/07/2025 22:20:58,65 o más,"Baños termales / Spa, Consumir Gastronomía Regional",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
06/11/2025 05:15:22,18 a 29,"Baños termales / Spa, Asistencia a espectáculos (música, teatro, etc.), Visita a museos o espacios culturales, Salidas nocturnas / bares / casino, Paseos al aire libre (parque, costanera, dique, etc.), Consumir Gastronomía Regional",Caminatas / senderismo,Poca variedad,Muy activa y divertida
26/07/2025 00:16:29,50 a 64,"Baños termales / Spa, Visita a museos o espacios culturales, Paseos al aire libre (parque, costanera, dique, etc.)",Caminatas / senderismo,"Buena, aunque puede mejorar",Buena
