fecha,alojamiento,HPAs,HLimp,HWifi,HGastro,HEntret,HSeguridad,HPyS,H$
12/09/2025 22:26:16,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Excelente
01/10/2025 21:32:57,Apart Hotel,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
01/07/2025 12:03:39,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente
16/06/2025 16:50:53,Hotel 2*,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
10/06/2025 09:26:48,Hotel 2*,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
02/09/2025 18:42:54,Hotel 3*,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
24/09/2025 12:34:29,Cabañas,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
02/08/2025 09:21:47,Cabañas,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno
29/09/2025 05:28:55,Hotel 2*,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno
17/07/2025 09:27:46,Hotel 2*,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
25/09/2025 00:56:31,Hotel 2*,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
08/08/2025 17:41:27,Hotel 2*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
08/07/2025 20:59:47,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
29/07/2025 05:21:50,Hotel 1*,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
16/06/2025 07:50:17,Hotel 3*,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Bueno,Excelente,Excelente
23/07/2025 07:59:45,Cabañas,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno
08/07/2025 05:31:44,Hotel 2*,Muy Bueno,Excelente,Regular,Excelente,Excelente,Muy Bueno,Excelente,Excelente
04/08/2025 08:26:56,Hotel 3*,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
03/09/2025 21:24:28,Hotel 4*,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno
29/08/2025 09:35:05,Hotel 2*,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
25/07/2025 08:27:35,Hotel 3*,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Excelente,Excelente
18/08/2025 13:35:25,Hotel 2*,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
06/08/2025 12:13:43,Hotel 2*,Muy Bueno,Excelente,Regular,Excelente,Bueno,Excelente,Muy Bueno,Excelente
22/09/2025 01:42:30,Hotel 2*,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
15/07/2025 21:09:23,Apart Hotel,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
27/09/2025 09:47:22,Hotel 2*,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
31/05/2025 22:56:16,Hotel 3*,Bueno,Excelente,Bueno,Excelente,Excelente,Excelente,Excelente,Excelente
15/07/2025 07:38:50,Cabañas,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Muy Bueno
